timestamp,CPU_percent,node_load1,node_load5,node_load15,Memory_GiB_Total,Memory_GiB_Used,Memory_Used_Percent,Disk_GiB_Total,Disk_GiB_Used,Disk_Used_Percent
2026-03-01 19:37:15.070970,86.08,3.245,2.938,2.628,64,59.87,93.54,1024,271.83,26.55
2026-03-01 19:37:45.070970,85.03,3.457,3.229,2.981,64,59.76,93.38,1024,271.85,26.55
2026-03-01 19:38:15.070970,86.51,3.632,3.475,2.973,64,59.65,93.2,1024,271.87,26.55
2026-03-01 19:38:45.070970,85.99,3.231,2.769,2.359,64,59.34,92.73,1024,271.91,26.55
2026-03-01 19:39:15.070970,89.07,3.72,3.227,2.744,64,59.37,92.76,1024,271.92,26.55
2026-03-01 19:39:45.070970,90.62,3.466,3.091,3.025,64,59.21,92.52,1024,271.93,26.56
2026-03-01 19:40:15.070970,90.73,3.503,3.335,2.806,64,59.27,92.61,1024,271.95,26.56
2026-03-01 19:40:45.070970,92.66,3.477,3.036,2.806,64,58.95,92.11,1024,271.96,26.56
2026-03-01 19:41:15.070970,90.73,3.488,2.992,2.875,64,58.92,92.06,1024,271.99,26.56
2026-03-01 19:41:45.070970,91.91,3.98,3.443,3.165,64,58.73,91.77,1024,272.01,26.56
2026-03-01 19:42:15.070970,92.74,3.894,3.62,3.257,64,58.6,91.57,1024,272.03,26.57
2026-03-01 19:42:45.070970,93.41,3.643,3.35,2.896,64,58.67,91.67,1024,272.04,26.57
2026-03-01 19:43:15.070970,94.1,4.031,3.45,3.149,64,58.79,91.85,1024,272.06,26.57
2026-03-01 19:43:45.070970,94.82,4.172,3.667,3.388,64,58.77,91.82,1024,272.08,26.57
2026-03-01 19:44:15.070970,95.0,3.675,3.433,3.199,64,58.9,92.03,1024,272.1,26.57
2026-03-01 19:44:45.070970,94.47,3.797,3.4,3.102,64,58.93,92.08,1024,272.12,26.57
2026-03-01 19:45:15.070970,94.71,3.63,3.435,3.208,64,58.76,91.81,1024,272.15,26.58
2026-03-01 19:45:45.070970,95.0,3.951,3.365,2.962,64,58.67,91.67,1024,272.17,26.58
2026-03-01 19:46:15.070970,95.0,4.297,3.907,3.393,64,58.62,91.59,1024,272.2,26.58
2026-03-01 19:46:45.070970,93.6,3.378,2.902,2.62,64,58.44,91.31,1024,272.22,26.58
2026-03-01 19:47:15.070970,92.97,3.347,2.924,2.551,64,58.69,91.7,1024,272.26,26.59
2026-03-01 19:47:45.070970,95.0,3.926,3.408,3.111,64,58.47,91.36,1024,272.28,26.59
2026-03-01 19:48:15.070970,95.0,3.849,3.647,3.416,64,58.55,91.48,1024,272.31,26.59
2026-03-01 19:48:45.070970,92.5,3.918,3.603,3.206,64,58.26,91.03,1024,272.32,26.59
2026-03-01 19:49:15.070970,91.7,3.854,3.404,2.829,64,58.44,91.31,1024,272.35,26.6
2026-03-01 19:49:45.070970,91.75,3.623,3.293,2.874,64,58.1,90.78,1024,272.39,26.6
2026-03-01 19:50:15.070970,93.52,3.84,3.403,3.101,64,58.19,90.92,1024,272.41,26.6
2026-03-01 19:50:45.070970,91.87,3.783,3.336,2.93,64,58.43,91.29,1024,272.43,26.6
2026-03-01 19:51:15.070970,94.44,3.618,3.201,3.049,64,58.03,90.67,1024,272.44,26.61
2026-03-01 19:51:45.070970,94.99,3.569,2.958,2.669,64,58.15,90.85,1024,272.47,26.61
2026-03-01 19:52:15.070970,92.29,3.614,3.265,2.836,64,58.39,91.24,1024,272.49,26.61
2026-03-01 19:52:45.070970,95.0,3.834,3.407,2.994,64,58.53,91.45,1024,272.51,26.61
2026-03-01 19:53:15.070970,95.0,3.8,3.17,2.89,64,58.59,91.55,1024,272.52,26.61
2026-03-01 19:53:45.070970,93.14,3.766,3.548,3.332,64,58.55,91.49,1024,272.54,26.61
2026-03-01 19:54:15.070970,90.63,3.513,3.175,2.883,64,58.36,91.19,1024,272.56,26.62
2026-03-01 19:54:45.070970,91.16,4.053,3.573,3.184,64,57.9,90.48,1024,272.59,26.62
2026-03-01 19:55:15.070970,91.69,3.376,3.101,2.781,64,57.84,90.38,1024,272.6,26.62
2026-03-01 19:55:45.070970,90.8,3.555,3.026,2.753,64,57.77,90.27,1024,272.62,26.62
2026-03-01 19:56:15.070970,92.69,3.763,3.366,2.99,64,57.67,90.1,1024,272.66,26.63
2026-03-01 19:56:45.070970,94.1,3.825,3.477,2.982,64,57.82,90.34,1024,272.67,26.63
2026-03-01 19:57:15.070970,95.0,3.845,3.473,2.912,64,57.59,89.98,1024,272.7,26.63
2026-03-01 19:57:45.070970,95.0,3.485,3.048,2.751,64,57.95,90.55,1024,272.71,26.63
2026-03-01 19:58:15.070970,95.0,4.11,3.754,3.3,64,58.18,90.91,1024,272.76,26.64
2026-03-01 19:58:45.070970,94.35,3.774,3.461,3.105,64,57.85,90.39,1024,272.79,26.64
2026-03-01 19:59:15.070970,94.95,3.578,3.25,2.99,64,57.91,90.48,1024,272.81,26.64
2026-03-01 19:59:45.070970,95.0,4.104,3.618,3.182,64,58.14,90.84,1024,272.82,26.64
2026-03-01 20:00:15.070970,94.93,3.738,3.458,2.909,64,58.22,90.97,1024,272.84,26.64
2026-03-01 20:00:45.070970,95.0,3.936,3.618,3.34,64,58.05,90.7,1024,272.87,26.65
2026-03-01 20:01:15.070970,92.87,3.782,3.546,3.263,64,58.14,90.84,1024,272.89,26.65
2026-03-01 20:01:45.070970,95.0,3.608,3.206,2.908,64,57.98,90.59,1024,272.92,26.65
2026-03-01 20:02:15.070970,95.0,3.778,3.325,2.924,64,57.99,90.62,1024,272.94,26.65
2026-03-01 20:02:45.070970,94.99,3.478,3.071,2.941,64,57.96,90.57,1024,272.98,26.66
2026-03-01 20:03:15.070970,95.0,3.945,3.579,3.259,64,58.2,90.93,1024,272.99,26.66
2026-03-01 20:03:45.070970,94.59,4.052,3.674,3.292,64,57.75,90.24,1024,273.0,26.66
2026-03-01 20:04:15.070970,94.48,3.971,3.607,3.287,64,57.44,89.76,1024,273.0,26.66
2026-03-01 20:04:45.070970,94.34,3.956,3.675,3.522,64,57.57,89.96,1024,273.03,26.66
2026-03-01 20:05:15.070970,94.06,3.649,3.263,2.999,64,57.44,89.75,1024,273.05,26.66
2026-03-01 20:05:45.070970,95.0,3.794,3.373,2.98,64,57.47,89.79,1024,273.08,26.67
2026-03-01 20:06:15.070970,95.0,3.965,3.667,3.119,64,57.21,89.39,1024,273.09,26.67
2026-03-01 20:06:45.070970,94.33,3.844,3.552,3.086,64,57.08,89.19,1024,273.11,26.67
2026-03-01 20:07:15.070970,95.0,4.035,3.822,3.536,64,57.45,89.77,1024,273.13,26.67
2026-03-01 20:07:45.070970,95.0,3.929,3.45,3.118,64,57.2,89.37,1024,273.15,26.68
2026-03-01 20:08:15.070970,95.0,3.988,3.646,3.162,64,57.0,89.07,1024,273.19,26.68
2026-03-01 20:08:45.070970,95.0,3.452,2.934,2.488,64,57.1,89.22,1024,273.18,26.68
2026-03-01 20:09:15.070970,92.15,3.421,3.098,2.916,64,57.05,89.14,1024,273.22,26.68
2026-03-01 20:09:45.070970,92.51,3.353,3.084,2.688,64,56.98,89.03,1024,273.24,26.68
2026-03-01 20:10:15.070970,95.0,3.741,3.387,3.108,64,57.04,89.13,1024,273.27,26.69
2026-03-01 20:10:45.070970,95.0,3.616,3.289,3.047,64,56.94,88.97,1024,273.29,26.69
2026-03-01 20:11:15.070970,94.87,3.337,2.85,2.616,64,57.0,89.06,1024,273.32,26.69
2026-03-01 20:11:45.070970,94.42,3.684,3.282,2.787,64,57.27,89.48,1024,273.34,26.69
2026-03-01 20:12:15.070970,95.0,3.521,3.186,2.938,64,56.94,88.97,1024,273.34,26.69
2026-03-01 20:12:45.070970,95.0,3.732,3.341,3.193,64,57.41,89.7,1024,273.35,26.69
2026-03-01 20:13:15.070970,93.5,3.429,3.222,2.864,64,57.62,90.03,1024,273.38,26.7
2026-03-01 20:13:45.070970,93.36,3.871,3.639,3.255,64,57.18,89.34,1024,273.39,26.7
2026-03-01 20:14:15.070970,95.0,4.066,3.631,3.279,64,57.39,89.67,1024,273.41,26.7
2026-03-01 20:14:45.070970,95.0,4.128,3.74,3.424,64,57.68,90.12,1024,273.42,26.7
2026-03-01 20:15:15.070970,95.0,4.008,3.67,3.278,64,57.57,89.95,1024,273.44,26.7
2026-03-01 20:15:45.070970,92.03,3.548,2.988,2.647,64,57.07,89.17,1024,273.44,26.7
2026-03-01 20:16:15.070970,91.0,3.836,3.476,3.21,64,63.0,98.44,1024,273.46,26.71
2026-03-01 20:16:45.070970,90.02,3.616,3.25,2.949,64,62.0,96.88,1024,273.48,26.71
2026-03-01 20:17:15.070970,89.29,3.573,3.328,2.986,64,62.0,96.88,1024,273.51,26.71
2026-03-01 20:17:45.070970,91.02,3.66,3.293,2.92,64,61.97,96.82,1024,273.53,26.71
2026-03-01 20:18:15.070970,90.44,3.544,3.119,2.853,64,62.0,96.88,1024,273.54,26.71
2026-03-01 20:18:45.070970,93.86,3.723,3.352,2.963,64,61.99,96.87,1024,273.58,26.72
2026-03-01 20:19:15.070970,94.94,3.593,3.263,3.126,64,62.0,96.88,1024,273.6,26.72
2026-03-01 20:19:45.070970,94.7,3.799,3.347,3.064,64,62.0,96.88,1024,273.6,26.72
2026-03-01 20:20:15.070970,94.5,3.601,3.221,2.948,64,62.0,96.88,1024,273.63,26.72
2026-03-01 20:20:45.070970,95.0,3.774,3.384,2.932,64,62.0,96.88,1024,273.64,26.72
2026-03-01 20:21:15.070970,93.91,4.314,3.816,3.394,64,62.0,96.88,1024,273.67,26.73
2026-03-01 20:21:45.070970,92.13,3.769,3.565,3.276,64,61.95,96.79,1024,273.7,26.73
2026-03-01 20:22:15.070970,90.51,3.625,3.329,2.975,64,61.91,96.74,1024,273.72,26.73
2026-03-01 20:22:45.070970,92.74,3.895,3.35,2.989,64,61.82,96.59,1024,273.74,26.73
2026-03-01 20:23:15.070970,95.0,3.826,3.358,3.029,64,61.9,96.72,1024,273.74,26.73
2026-03-01 20:23:45.070970,93.71,3.432,3.236,2.897,64,61.67,96.36,1024,273.77,26.73
2026-03-01 20:24:15.070970,93.87,3.663,3.419,2.899,64,61.72,96.43,1024,273.77,26.74
2026-03-01 20:24:45.070970,92.31,3.551,3.221,2.886,64,61.95,96.79,1024,273.8,26.74
2026-03-01 20:25:15.070970,92.17,3.884,3.726,3.393,64,61.96,96.82,1024,273.82,26.74
2026-03-01 20:25:45.070970,89.25,3.386,3.098,2.623,64,62.0,96.88,1024,273.84,26.74
2026-03-01 20:26:15.070970,88.69,3.821,3.589,3.32,64,62.0,96.88,1024,273.87,26.74
2026-03-01 20:26:45.070970,89.12,3.743,3.322,3.002,64,62.0,96.88,1024,273.88,26.75
2026-03-01 20:27:15.070970,83.91,3.124,2.86,2.665,64,61.84,96.62,1024,273.9,26.75
2026-03-01 20:27:45.070970,84.09,3.322,3.026,2.727,64,61.73,96.45,1024,273.92,26.75
2026-03-01 20:28:15.070970,85.17,3.634,3.319,2.962,64,61.87,96.68,1024,273.93,26.75
2026-03-01 20:28:45.070970,85.3,2.984,2.784,2.552,64,61.86,96.65,1024,273.94,26.75
2026-03-01 20:29:15.070970,85.06,3.53,3.072,2.699,64,61.96,96.82,1024,273.95,26.75
2026-03-01 20:29:45.070970,80.41,3.341,3.011,2.72,64,62.0,96.88,1024,273.97,26.75
2026-03-01 20:30:15.070970,80.18,3.29,2.819,2.431,64,62.0,96.88,1024,273.99,26.76
2026-03-01 20:30:45.070970,81.36,3.372,3.077,2.744,64,62.0,96.88,1024,274.02,26.76
2026-03-01 20:31:15.070970,80.11,3.082,2.762,2.641,64,61.77,96.51,1024,274.02,26.76
2026-03-01 20:31:45.070970,82.29,3.48,3.192,2.855,64,62.0,96.88,1024,274.04,26.76
2026-03-01 20:32:15.070970,84.16,3.547,3.031,2.626,64,61.55,96.18,1024,274.05,26.76
2026-03-01 20:32:45.070970,84.1,3.176,2.607,2.464,64,61.77,96.51,1024,274.07,26.76
2026-03-01 20:33:15.070970,86.1,3.508,3.217,2.969,64,61.73,96.45,1024,274.1,26.77
2026-03-01 20:33:45.070970,85.81,3.847,3.324,2.942,64,61.66,96.34,1024,274.1,26.77
2026-03-01 20:34:15.070970,88.09,3.564,3.219,2.826,64,61.77,96.51,1024,274.12,26.77
2026-03-01 20:34:45.070970,89.93,3.645,3.097,2.931,64,61.67,96.35,1024,274.14,26.77
2026-03-01 20:35:15.070970,92.55,3.577,3.385,3.096,64,61.67,96.36,1024,274.16,26.77
2026-03-01 20:35:45.070970,91.03,3.443,3.14,2.998,64,61.77,96.52,1024,274.19,26.78
2026-03-01 20:36:15.070970,90.12,3.131,2.787,2.48,64,61.78,96.53,1024,274.2,26.78
2026-03-01 20:36:45.070970,90.78,3.76,3.427,3.111,64,61.6,96.25,1024,274.22,26.78
2026-03-01 20:37:15.070970,91.32,3.796,3.608,3.289,64,61.31,95.8,1024,274.24,26.78
2026-03-01 20:37:45.070970,93.34,3.566,3.302,3.022,64,61.27,95.74,1024,274.27,26.78
2026-03-01 20:38:15.070970,94.14,3.843,3.528,3.196,64,60.75,94.92,1024,274.29,26.79
2026-03-01 20:38:45.070970,91.96,3.861,3.508,3.22,64,60.82,95.03,1024,274.31,26.79
2026-03-01 20:39:15.070970,89.38,3.354,3.123,3.036,64,61.18,95.59,1024,274.33,26.79
2026-03-01 20:39:45.070970,90.03,3.362,2.988,2.679,64,61.03,95.36,1024,274.33,26.79
2026-03-01 20:40:15.070970,90.44,3.795,3.491,3.129,64,60.76,94.94,1024,274.34,26.79
2026-03-01 20:40:45.070970,92.66,3.651,3.365,3.055,64,61.13,95.51,1024,274.37,26.79
2026-03-01 20:41:15.070970,93.09,3.467,3.135,2.79,64,61.51,96.12,1024,274.39,26.8
2026-03-01 20:41:45.070970,92.68,3.997,3.597,3.286,64,61.53,96.14,1024,274.41,26.8
2026-03-01 20:42:15.070970,90.27,3.376,3.071,2.917,64,61.77,96.51,1024,274.44,26.8
2026-03-01 20:42:45.070970,89.83,3.686,3.25,2.913,64,62.0,96.88,1024,274.44,26.8
2026-03-01 20:43:15.070970,88.28,3.493,3.187,2.865,64,62.0,96.88,1024,274.46,26.8
2026-03-01 20:43:45.070970,91.49,3.889,3.496,3.107,64,61.97,96.82,1024,274.47,26.8
2026-03-01 20:44:15.070970,88.63,3.727,3.298,2.896,64,61.99,96.86,1024,274.51,26.81
2026-03-01 20:44:45.070970,87.22,3.283,2.957,2.81,64,61.43,95.99,1024,274.52,26.81
2026-03-01 20:45:15.070970,87.47,3.506,3.09,2.836,64,61.38,95.91,1024,274.53,26.81
2026-03-01 20:45:45.070970,88.69,3.562,3.311,3.086,64,61.07,95.43,1024,274.55,26.81
2026-03-01 20:46:15.070970,90.68,3.63,3.397,3.221,64,61.48,96.06,1024,274.55,26.81
2026-03-01 20:46:45.070970,89.91,3.555,3.267,2.847,64,61.5,96.1,1024,274.55,26.81
2026-03-01 20:47:15.070970,90.22,3.198,2.884,2.696,64,61.29,95.76,1024,274.57,26.81
2026-03-01 20:47:45.070970,89.23,3.6,3.157,2.679,64,61.08,95.45,1024,274.59,26.82
2026-03-01 20:48:15.070970,89.2,3.41,3.202,2.868,64,61.1,95.47,1024,274.63,26.82
2026-03-01 20:48:45.070970,90.05,3.662,3.252,3.114,64,61.08,95.44,1024,274.67,26.82
2026-03-01 20:49:15.070970,92.57,3.798,3.479,3.071,64,61.11,95.48,1024,274.67,26.82
2026-03-01 20:49:45.070970,90.87,3.871,3.364,3.093,64,60.88,95.13,1024,274.7,26.83
2026-03-01 20:50:15.070970,90.18,3.393,2.927,2.558,64,60.62,94.72,1024,274.71,26.83
2026-03-01 20:50:45.070970,92.39,3.491,3.098,2.874,64,60.7,94.84,1024,274.73,26.83
2026-03-01 20:51:15.070970,92.13,3.775,3.641,3.358,64,60.72,94.87,1024,274.75,26.83
2026-03-01 20:51:45.070970,92.76,4.095,3.722,3.432,64,60.76,94.94,1024,274.78,26.83
2026-03-01 20:52:15.070970,91.28,3.383,3.011,2.652,64,60.92,95.19,1024,274.81,26.84
2026-03-01 20:52:45.070970,92.98,3.816,3.395,3.13,64,60.7,94.84,1024,274.84,26.84
2026-03-01 20:53:15.070970,91.19,3.707,3.291,2.983,64,60.61,94.71,1024,274.87,26.84
2026-03-01 20:53:45.070970,90.9,3.578,3.382,3.09,64,60.71,94.86,1024,274.89,26.84
2026-03-01 20:54:15.070970,89.99,3.539,3.147,2.85,64,61.02,95.35,1024,274.9,26.85
2026-03-01 20:54:45.070970,88.05,3.754,3.4,2.952,64,63.0,98.44,1024,274.91,26.85
2026-03-01 20:55:15.070970,89.4,3.361,3.048,2.649,64,62.0,96.88,1024,274.94,26.85
2026-03-01 20:55:45.070970,88.55,3.681,3.22,2.83,64,62.0,96.88,1024,274.98,26.85
2026-03-01 20:56:15.070970,88.26,3.569,3.187,2.883,64,61.77,96.51,1024,275.01,26.86
2026-03-01 20:56:45.070970,88.31,3.484,3.296,2.99,64,62.0,96.87,1024,275.02,26.86
2026-03-01 20:57:15.070970,87.7,3.59,3.345,2.872,64,61.79,96.54,1024,275.03,26.86
2026-03-01 20:57:45.070970,87.64,3.697,3.2,2.805,64,61.76,96.5,1024,275.05,26.86
2026-03-01 20:58:15.070970,87.3,3.599,3.39,3.142,64,61.56,96.18,1024,275.07,26.86
2026-03-01 20:58:45.070970,86.91,3.537,3.024,2.663,64,61.81,96.58,1024,275.1,26.87
2026-03-01 20:59:15.070970,86.87,3.744,3.491,3.112,64,61.76,96.5,1024,275.13,26.87
2026-03-01 20:59:45.070970,100.0,3.902,3.408,3.058,64,62.0,96.88,1024,275.17,26.87
2026-03-01 21:00:15.070970,95.0,3.899,3.5,3.332,64,61.67,96.36,1024,275.21,26.88
2026-03-01 21:00:45.070970,95.0,3.928,3.421,3.002,64,61.79,96.54,1024,275.23,26.88
2026-03-01 21:01:15.070970,95.0,3.671,3.395,3.102,64,61.66,96.34,1024,275.25,26.88
2026-03-01 21:01:45.070970,95.0,3.996,3.612,3.196,64,61.73,96.46,1024,275.28,26.88
2026-03-01 21:02:15.070970,95.0,3.595,3.232,2.987,64,61.58,96.22,1024,275.3,26.88
2026-03-01 21:02:45.070970,95.0,4.0,3.714,3.349,64,61.74,96.46,1024,275.31,26.89
2026-03-01 21:03:15.070970,95.0,3.804,3.313,2.856,64,61.75,96.48,1024,275.34,26.89
2026-03-01 21:03:45.070970,93.56,3.488,3.123,2.684,64,61.32,95.81,1024,275.36,26.89
2026-03-01 21:04:15.070970,95.0,3.991,3.56,3.182,64,61.36,95.88,1024,275.38,26.89
2026-03-01 21:04:45.070970,92.94,4.04,3.749,3.412,64,61.83,96.6,1024,275.42,26.9
2026-03-01 21:05:15.070970,94.73,3.677,3.275,2.938,64,61.81,96.58,1024,275.44,26.9
2026-03-01 21:05:45.070970,93.64,3.882,3.553,3.131,64,61.74,96.46,1024,275.45,26.9
2026-03-01 21:06:15.070970,92.63,3.449,3.102,2.953,64,62.0,96.88,1024,275.48,26.9
2026-03-01 21:06:45.070970,94.62,3.898,3.661,3.342,64,62.0,96.88,1024,275.5,26.9
2026-03-01 21:07:15.070970,95.0,3.461,3.033,2.637,64,61.81,96.58,1024,275.52,26.91
2026-03-01 21:07:45.070970,95.0,3.822,3.234,2.895,64,61.81,96.57,1024,275.55,26.91
2026-03-01 21:08:15.070970,91.28,3.89,3.39,3.03,64,62.0,96.87,1024,275.58,26.91
2026-03-01 21:08:45.070970,90.08,3.453,3.205,2.879,64,61.96,96.81,1024,275.58,26.91
2026-03-01 21:09:15.070970,89.52,3.752,3.271,3.001,64,62.0,96.88,1024,275.59,26.91
2026-03-01 21:09:45.070970,88.01,3.476,3.05,2.532,64,62.0,96.88,1024,275.63,26.92
2026-03-01 21:10:15.070970,87.68,3.834,3.476,3.05,64,61.93,96.77,1024,275.65,26.92
2026-03-01 21:10:45.070970,85.23,3.371,2.779,2.617,64,62.0,96.88,1024,275.68,26.92
2026-03-01 21:11:15.070970,84.67,3.543,3.235,2.918,64,61.93,96.77,1024,275.72,26.93
2026-03-01 21:11:45.070970,86.99,3.479,3.113,2.887,64,61.99,96.86,1024,275.75,26.93
2026-03-01 21:12:15.070970,86.49,3.246,2.996,2.638,64,62.0,96.87,1024,275.78,26.93
2026-03-01 21:12:45.070970,84.17,3.171,2.838,2.592,64,62.0,96.88,1024,275.8,26.93
2026-03-01 21:13:15.070970,82.24,3.207,2.778,2.483,64,61.72,96.43,1024,275.82,26.94
2026-03-01 21:13:45.070970,80.33,3.364,3.083,2.735,64,61.97,96.83,1024,275.85,26.94
2026-03-01 21:14:15.070970,80.99,3.427,3.075,2.795,64,62.0,96.88,1024,275.87,26.94
2026-03-01 21:14:45.070970,81.15,3.403,3.025,2.813,64,62.0,96.88,1024,275.88,26.94
2026-03-01 21:15:15.070970,81.51,3.562,3.232,3.039,64,62.0,96.88,1024,275.9,26.94
2026-03-01 21:15:45.070970,78.16,3.363,3.092,2.76,64,61.86,96.66,1024,275.91,26.94
2026-03-01 21:16:15.070970,82.06,3.423,2.968,2.658,64,62.0,96.88,1024,275.94,26.95
2026-03-01 21:16:45.070970,84.36,3.246,2.993,2.673,64,61.43,95.99,1024,275.94,26.95
2026-03-01 21:17:15.070970,84.44,3.301,2.962,2.601,64,61.13,95.51,1024,275.95,26.95
2026-03-01 21:17:45.070970,83.62,3.37,2.94,2.538,64,61.04,95.37,1024,275.96,26.95
2026-03-01 21:18:15.070970,81.59,3.475,3.077,2.87,64,61.21,95.64,1024,275.98,26.95
2026-03-01 21:18:45.070970,82.59,3.64,3.234,3.023,64,61.53,96.14,1024,276.03,26.96
2026-03-01 21:19:15.070970,81.81,3.412,3.069,2.741,64,61.42,95.97,1024,276.04,26.96
2026-03-01 21:19:45.070970,82.93,3.444,2.992,2.799,64,61.29,95.77,1024,276.06,26.96
2026-03-01 21:20:15.070970,83.96,3.256,2.865,2.66,64,61.33,95.82,1024,276.08,26.96
2026-03-01 21:20:45.070970,81.21,3.163,2.783,2.603,64,61.37,95.89,1024,276.11,26.96
2026-03-01 21:21:15.070970,82.1,3.361,3.035,2.605,64,61.4,95.93,1024,276.13,26.97
2026-03-01 21:21:45.070970,84.07,3.729,3.526,2.917,64,61.31,95.79,1024,276.14,26.97
2026-03-01 21:22:15.070970,85.46,3.223,3.078,2.737,64,61.72,96.44,1024,276.17,26.97
2026-03-01 21:22:45.070970,82.84,3.123,2.766,2.563,64,61.74,96.47,1024,276.18,26.97
2026-03-01 21:23:15.070970,81.73,3.484,2.936,2.613,64,61.92,96.74,1024,276.2,26.97
2026-03-01 21:23:45.070970,81.16,3.132,2.793,2.709,64,62.0,96.88,1024,276.23,26.98
2026-03-01 21:24:15.070970,80.08,3.347,3.047,2.807,64,62.0,96.88,1024,276.25,26.98
2026-03-01 21:24:45.070970,81.14,3.352,3.25,2.925,64,62.0,96.88,1024,276.26,26.98
2026-03-01 21:25:15.070970,81.99,3.177,2.867,2.635,64,61.96,96.81,1024,276.28,26.98
2026-03-01 21:25:45.070970,80.48,3.437,3.179,2.754,64,62.0,96.88,1024,276.29,26.98
2026-03-01 21:26:15.070970,80.94,2.998,2.505,2.259,64,61.8,96.56,1024,276.3,26.98
2026-03-01 21:26:45.070970,80.27,3.233,2.759,2.549,64,61.99,96.86,1024,276.33,26.99
2026-03-01 21:27:15.070970,80.27,2.904,2.537,2.2,64,61.96,96.82,1024,276.34,26.99
2026-03-01 21:27:45.070970,79.62,3.115,2.882,2.582,64,62.0,96.88,1024,276.38,26.99
2026-03-01 21:28:15.070970,78.99,3.22,2.961,2.548,64,62.0,96.88,1024,276.4,26.99
2026-03-01 21:28:45.070970,80.52,3.258,2.805,2.439,64,62.0,96.88,1024,276.42,26.99
2026-03-01 21:29:15.070970,81.52,3.219,2.827,2.397,64,62.0,96.88,1024,276.43,26.99
2026-03-01 21:29:45.070970,84.4,3.319,2.954,2.645,64,61.35,95.86,1024,276.42,26.99
2026-03-01 21:30:15.070970,87.4,3.519,3.217,3.007,64,61.16,95.57,1024,276.43,27.0
2026-03-01 21:30:45.070970,86.08,3.682,3.313,2.915,64,61.05,95.39,1024,276.44,27.0
2026-03-01 21:31:15.070970,84.21,3.412,3.159,2.944,64,61.2,95.62,1024,276.45,27.0
2026-03-01 21:31:45.070970,87.58,3.227,2.928,2.625,64,61.15,95.54,1024,276.47,27.0
2026-03-01 21:32:15.070970,88.29,3.221,3.016,2.81,64,61.07,95.42,1024,276.48,27.0
2026-03-01 21:32:45.070970,88.83,3.612,3.234,2.935,64,61.02,95.34,1024,276.52,27.0
2026-03-01 21:33:15.070970,88.81,3.446,3.045,2.617,64,61.08,95.44,1024,276.54,27.01
2026-03-01 21:33:45.070970,89.74,3.658,3.485,3.19,64,60.7,94.84,1024,276.56,27.01
2026-03-01 21:34:15.070970,89.91,3.814,3.424,3.014,64,60.55,94.61,1024,276.58,27.01
2026-03-01 21:34:45.070970,90.77,3.524,3.139,2.869,64,60.63,94.73,1024,276.6,27.01
2026-03-01 21:35:15.070970,91.09,3.821,3.397,2.986,64,60.44,94.44,1024,276.64,27.02
2026-03-01 21:35:45.070970,93.52,3.897,3.413,3.0,64,60.18,94.03,1024,276.66,27.02
2026-03-01 21:36:15.070970,92.47,3.616,3.204,2.952,64,60.02,93.78,1024,276.67,27.02
2026-03-01 21:36:45.070970,90.8,3.238,3.053,2.582,64,59.89,93.58,1024,276.71,27.02
2026-03-01 21:37:15.070970,90.82,3.57,3.205,2.76,64,59.98,93.72,1024,276.73,27.02
2026-03-01 21:37:45.070970,84.95,3.776,3.424,3.235,64,59.75,93.36,1024,276.74,27.03
2026-03-01 21:38:15.070970,85.6,3.306,2.92,2.76,64,59.58,93.09,1024,276.76,27.03
2026-03-01 21:38:45.070970,85.85,3.293,2.714,2.437,64,59.42,92.84,1024,276.75,27.03
2026-03-01 21:39:15.070970,87.91,3.553,3.261,2.939,64,59.17,92.45,1024,276.76,27.03
2026-03-01 21:39:45.070970,87.59,3.472,3.069,2.731,64,59.21,92.51,1024,276.78,27.03
2026-03-01 21:40:15.070970,87.06,3.308,2.878,2.452,64,59.75,93.36,1024,276.81,27.03
2026-03-01 21:40:45.070970,86.55,3.386,3.052,2.519,64,59.87,93.55,1024,276.82,27.03
2026-03-01 21:41:15.070970,87.76,3.587,3.12,2.738,64,60.16,93.99,1024,276.84,27.04
2026-03-01 21:41:45.070970,89.25,3.751,3.538,3.111,64,60.27,94.17,1024,276.84,27.04
2026-03-01 21:42:15.070970,90.83,3.649,3.453,3.073,64,59.65,93.2,1024,276.87,27.04
2026-03-01 21:42:45.070970,90.56,3.737,3.379,3.071,64,59.6,93.12,1024,276.91,27.04
2026-03-01 21:43:15.070970,90.8,3.555,3.18,2.89,64,59.92,93.62,1024,276.92,27.04
2026-03-01 21:43:45.070970,91.6,3.715,3.474,3.065,64,60.1,93.91,1024,276.95,27.05
2026-03-01 21:44:15.070970,90.97,3.549,3.047,2.557,64,60.12,93.95,1024,276.99,27.05
2026-03-01 21:44:45.070970,91.09,3.711,3.41,3.162,64,60.44,94.43,1024,277.0,27.05
2026-03-01 21:45:15.070970,88.46,3.627,3.329,3.034,64,60.81,95.02,1024,277.02,27.05
2026-03-01 21:45:45.070970,90.08,3.516,2.963,2.508,64,60.89,95.14,1024,277.04,27.05
2026-03-01 21:46:15.070970,91.64,3.676,3.14,2.671,64,60.81,95.01,1024,277.05,27.06
2026-03-01 21:46:45.070970,92.49,3.614,3.344,3.002,64,60.54,94.59,1024,277.06,27.06
2026-03-01 21:47:15.070970,93.45,3.97,3.632,3.324,64,60.3,94.22,1024,277.08,27.06
2026-03-01 21:47:45.070970,92.76,3.615,3.171,2.916,64,60.26,94.15,1024,277.1,27.06
